Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
658,De har glemt at de også skal overholde reglerne,8,"glemt, overholde, reglerne",34.92334156,-6.156277919,1,1,1,1,1,1,1,1,0,1,1,1,6.13,1,8
659,Det er en retssag som kan knuse fagforeningen,9,"retssag, knuse, fagforeningen",27.75046314,-3.514438738,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
660,Han havde indrettet sig i et hus nede ved havnen,10,"indrettet, hus, havnen",21.97412452,-5.087716613,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
661,Der er flere blade der har citeret min rapport,1,"blade, citeret, rapport",11.38801435,-5.763935025,1,1,1,1,1,1,1,1,1,1,1,1,5.56,0,9
662,Hun er urimelig hvis hun afviser vores tilgang,2,"urimelig, afviser, tilgang",44.58052061,-5.374587611,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
663,Min kone administrerer alle vores forsikringer,3,"kone, administrerer, forsikringer",13.60269077,-4.240382864,1,1,1,1,1,1,0,1,1,1,1,1,6.5,2,10
664,De har vist forstået hvorfor vi vil skubbe datoen,4,"forstået, skubbe, datoen",16.11222203,-4.248917815,1,1,1,1,1,1,1,1,1,1,1,1,6.11,0,9
665,Det var interessant at vi godt måtte afbryde ordføreren,5,"interessant, afbryde, ordføreren",6.316129055,-2.412532771,1,1,1,1,1,1,1,1,1,1,0,1,5.56,0,9
666,Næste sommer vil jeg udgive mine erindringer,6,"sommer, udgive, erindringer",13.36250919,-4.503082216,1,1,1,1,1,1,1,1,1,1,0,0,6.2,0,10
667,Jeres repræsentant har oplyst os om vilkårene,7,"repræsentant, oplyst, vilkårene",11.86650716,-4.46368198,1,1,1,1,1,1,1,1,0,1,1,1,6.9,0,10
668,Man kan bevise at vores produkt ikke skader miljøet,8,"bevise, produkt, miljøet",29.14851835,-6.874981275,1,1,1,1,1,1,1,1,0,1,1,1,5.9,0,10
669,Det var det her kapitel som irriterede forlaget,9,"kapitel, irriterede, forlaget",12.14316628,-2.712020753,1,1,1,1,1,1,1,1,0,1,1,1,6.3,0,10
670,Krukkerne har overlevet både transporten og kulden,10,"krukkerne, overlevet, kulden",20.68401086,-5.529123469,1,1,1,1,1,1,0,1,0,1,1,1,5.88,0,8
671,Der var flere brugere der udtrykte deres tilfredshed,1,"brugere, udtrykte, tilfredshed",10.63529424,-5.450392625,1,1,1,1,1,1,1,0,1,1,0,1,6.63,0,8
672,Han var meget flittig fordi han skulle deltage i et show,2,"flittig, deltage, show",26.70488713,-4.309521539,1,1,1,1,1,1,1,1,1,1,1,1,5.78,0,9
673,Vores medlemmer vil gerne praktisere deres kunst,3,"medlemmer, praktisere, kunst",19.95334552,-7.229522685,1,1,1,1,1,1,1,1,0,1,0,1,6.5,0,8
674,Jeg nævnte hvornår de kunne træffe ejeren,4,"nævnte, træffe, ejeren",8.727749418,-3.149916757,1,1,1,1,1,1,1,1,0,1,1,1,6.11,1,9
675,Det var underligt at de måtte beholde fabrikken,5,"underligt, beholde, fabrikken",12.59280478,-3.958939806,1,1,1,1,1,1,1,1,0,1,1,1,5.9,0,10
676,I virkeligheden savnede hun faktisk lidt modstand,6,"virkeligheden, savnede, modstand",14.83082663,-4.824855873,1,1,1,1,1,1,1,1,1,1,1,1,6.89,0,9
677,Hun kan lige dække omkostningerne med sin løn,7,"dække, omkostningerne, løn",14.77423076,-5.463133127,1,1,1,1,1,1,1,1,0,1,1,0,6.78,0,9
678,Vi troede at du ville rydde op i hele bygningen,8,"troede, rydde, bygningen",4.634840786,-0.134782427,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
679,Det er en aftale som kan tilfredsstille mindretallet,9,"aftale, tilfredsstille, mindretallet",8.311356757,-4.759512179,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
680,Hun har ofte beskrevet bjerget og dets indbyggere,10,"beskrevet, bjerget, indbyggere",12.83615188,-3.93120187,1,1,1,1,1,1,1,1,1,1,1,1,5.11,0,9
681,Der er mange svenskere der følger mine råd,1,"svenskere, følger, råd",9.453568665,-3.461583194,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,10
682,Vi er ret lykkelige når vi spiser middag sammen,2,"lykkelige, spiser, middag",224.7758705,-5.037421022,1,1,1,1,1,0,1,1,1,1,1,1,6.1,0,10
683,Borgmesteren ville involvere mig i sin dagsorden,3,"borgmesteren, involvere, dagsorden",22.64813836,-6.633765268,1,1,1,1,1,1,1,1,1,1,0,1,4.8,1,10
684,Hun ville gerne se hvem der udførte aktionen,4,"se, udførte, aktionen",15.30127334,-5.918276922,1,1,0,1,1,1,1,1,1,1,1,1,5.9,0,10
685,Det er interessant at de gennemførte finansloven,5,"interessant, gennemførte, finansloven",8.287369611,-5.305451347,1,1,1,1,1,0,1,1,0,1,1,0,5.3,0,10
686,I juni vil de desværre rulle alle reformerne tilbage,6,"juni, rulle, reformerne",18.57776346,-1.74881495,1,1,1,1,1,1,1,1,1,1,0,0,5.9,0,10
687,Min kammerat har anbefalet mig den her øl,7,"kammerat, anbefalet, øl",20.66332178,-4.369015561,1,1,1,1,1,1,1,1,1,1,1,1,6.6,0,10
688,Vi syntes alle at han skulle afslutte sin historie,8,"syntes, afslutte, historie",20.4760176,-6.743364416,1,1,1,1,1,1,1,1,1,1,1,1,6.2,0,10
689,Det var kun kirken som kunne samle indbyggerne,9,"kirken, samle, indbyggerne",11.48435805,-4.544683446,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
690,Jeg vil snart anskaffe mig en elbil eller en cykel,10,"anskaffe, elbil, cykel",23.66836144,-5.183949206,1,1,1,1,1,1,1,1,0,1,1,1,6.88,0,8
691,Der var mange eksempler der illustrerede den her pointe,1,"eksempler, illustrerede, pointe",8.126384372,-4.999999909,1,1,1,1,1,1,1,1,1,1,1,1,5.6,0,10
692,Hun var opmærksom fordi hun klippede sit hår,2,"opmærksom, klippede, hår",10.3232988,-4.226393728,1,1,1,1,1,1,1,1,1,1,1,1,4.88,0,8
693,Nogen havde tegnet et ansigt på min skærm,3,"tegnet, ansigt, skærm",39.23367596,-6.495180243,1,1,1,1,1,1,1,1,1,1,1,0,6.4,0,10
694,Vi regnede ud hvor man kunne skrue op for vandet,4,"regnede, skrue, vandet",22.49406806,-4.264075462,1,1,1,1,1,1,1,1,1,1,1,1,5.8,0,10
695,Det var hurtigt at professoren tilegnede sig stoffet,5,"hurtigt, professoren, stoffet",9.557706542,-5.122644612,1,1,1,1,1,1,1,1,1,1,1,1,5.13,0,8
696,For tiden føler hun sig heldigvis rimeligt frisk,6,"tiden, føler, frisk",23.18302353,-4.195853612,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
697,Mægleren har allerede oplyst os om ejendommen,7,"mægleren, oplyst, ejendommen",33.19955067,-3.65246188,1,1,1,1,0,1,1,1,0,1,1,1,6.63,0,8
698,Han accepterer nok at vi fremskynder festen,8,"accepterer, fremskynder, festen",9.407370859,-4.219105851,1,1,1,1,1,1,1,1,0,1,1,1,5.63,0,8
699,Det er selve kongen som roser jeres generation,9,"kongen, roser, generation",12.21196945,-2.214746306,1,1,1,1,1,1,1,1,0,1,1,1,4.8,0,10
700,Han havde imponeret os med sit talent og sin fantasi,10,"imponeret, talent, fantasi",162.9989502,-7.448399665,1,1,1,1,1,1,1,1,0,1,0,1,6.8,0,10
701,Der er et kapitel der virkelig skræmmer læserne,1,"kapitel, skræmmer, læserne",9.638214067,-4.626124714,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
702,Jeg er tit for optimistisk når jeg planlægger min ferie,2,"optimistisk, planlægger, ferie",242.327725,-7.428495713,1,0,1,1,1,1,1,1,1,1,1,1,6.33,0,9
703,Spillerne burde koncentrere sig mere om forsvaret,3,"spillerne, koncentrere, forsvaret",16.09495978,-5.702409747,1,1,1,1,1,1,1,1,0,1,1,1,6.56,0,9
704,Han tænkte over hvordan træer egentlig kan vokse,4,"tænkte, træer, vokse",16.17951841,-4.876945243,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
705,Det er nødvendigt at vi sparer på vores energi,5,"nødvendigt, sparer, energi",8.894691488,-3.743969451,1,1,1,1,1,1,1,1,1,1,1,1,6.56,0,9
706,Til februar vil alle måske stemme på vores kandidat,6,"februar, stemme, kandidat",10.82053828,-6.708260726,1,1,1,1,1,1,1,1,1,1,0,0,5.44,0,9
707,Hun har anbefalet den her bank til sin egen far,7,"anbefalet, bank, far",12.52563577,-5.281254856,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
708,De havde ofte sagt at man burde styrke politiet,8,"sagt, styrke, politiet",7.182789296,-4.433460036,1,1,1,1,1,1,1,1,1,1,1,1,6.11,0,9
709,Det var bare en hest som tyggede på noget græs,9,"hest, tyggede, græs",47.2088819,-3.024021872,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
710,Den her kasse ligner et fjernsyn eller en computer,10,"kasse, fjernsyn, computer",15.2013576,-5.423435675,1,1,1,1,0,1,1,1,0,1,0,1,6,0,9
711,Der var en pressechef der forenklede beskeden,1,"pressechef, forenklede, beskeden",30.67542804,-3.326165154,1,1,1,1,1,1,1,1,1,1,1,0,6.13,0,8
712,Hun var virkelig sød selvom hun fremstod lidt barsk,2,"sød, fremstod, barsk",8.11754997,-5.634638376,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
713,Man kan lige netop ane flyet omme bag ved hallen,3,"ane, flyet, hallen",14.24637469,-0.770970392,1,1,1,1,1,0,1,1,0,1,1,1,5.44,1,9
714,Hun forklarede os hvordan man kan finansiere et lån,4,"forklarede, finansiere, lån",5.597609907,-3.558901642,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
715,Det var smart at de strammede op på deres adfærd,5,"smart, strammede, adfærd",18.21905396,-6.684083708,1,1,1,1,1,1,1,1,1,1,0,1,5.44,1,9
716,På mandag udkommer min allerførste artikel,6,"mandag, udkommer, artikel",89.79366833,-4.332569824,1,1,1,1,1,1,1,0,1,1,1,1,6.89,0,9
717,Han har doneret sit tøj til en eller anden organisation,7,"doneret, tøj, organisation",13.39206126,-7.56176407,1,1,1,1,1,1,1,1,1,1,0,1,6.56,1,9
718,Jeg mener faktisk at vi kan forebygge flere skader,8,"mener, forebygge, skader",12.75587173,-5.505805922,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
719,Det er direktørens strategi som ikke fungerer,9,"direktørens, strategi, fungerer",12.15651364,-5.080587128,1,1,1,1,1,1,1,0,1,1,1,1,5.6,0,10
720,De har fanget hovedpersonen og hans partner,10,"fanget, hovedpersonen, partner",14.76688856,-5.510519106,1,1,1,1,1,1,1,1,1,1,1,1,5.33,0,9
721,Der er en mand der vil offentliggøre hele historien,1,"mand, offentliggøre, historien",23.15071057,-5.193346075,1,1,1,1,1,1,1,1,0,1,1,0,5.4,0,10
722,Hun er usikker når hun skal synge foran mange folk,2,"usikker, synge, folk",31.86784887,-5.556494191,1,1,1,1,1,1,1,1,1,1,1,1,6.3,1,10
723,Han hævede stemningen med sine kommentarer,3,"hævede, stemningen, kommentarer",9.020324212,-4.774722248,1,1,1,1,1,1,1,1,1,1,1,1,5.13,0,8
724,De har forklaret hvorfor vi skal løfte forbuddet,4,"forklaret, løfte, forbuddet",5.329339098,-4.289276081,1,1,1,1,1,1,1,1,1,1,1,1,5.9,0,10
725,Det er usædvanligt at han skruer så højt op for lyden,5,"usædvanligt, skruer, lyden",9.620997362,-5.329182144,1,1,1,0,1,1,1,1,0,1,0,1,6.6,1,10
726,Inden på torsdag skal vi helst have spist alt kødet,6,"torsdag, spist, kødet",11.19698769,-5.423731177,1,1,1,1,1,1,1,1,1,1,1,1,6.1,0,10
727,Jeg afleverede simpelthen varerne til en cafe,7,"afleverede, varerne, cafe",7.545438298,-2.952686751,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,10
728,Han påstod at vi ville overtage hans supermarked,8,"påstod, overtage, supermarked",10.96021087,-6.275826522,1,1,0,1,1,1,1,1,0,1,0,1,5.3,0,10
729,Det var præsidenten selv som havde udsat mødet,9,"præsidenten, udsat, mødet",14.24012864,-5.768015596,1,1,1,1,1,1,1,1,0,1,1,1,5.6,0,10
730,Kineserne vil sikkert snart lette lidt på presset,10,"kineserne, lette, presset",20.70787937,-3.207589989,1,1,1,1,1,1,1,1,1,1,1,1,5.9,1,10
731,Der var en turist der hoppede op på en lastbil,1,"turist, hoppede, lastbil",11.52315383,-3.613979358,1,1,1,1,1,1,1,1,1,1,1,1,5.9,1,10
732,Han var munter fordi vi fornyede hans abonnement,2,"munter, fornyede, abonnement",9.465667418,-3.617854531,1,1,1,1,1,1,1,1,0,1,1,1,6.13,0,8
733,De ville gerne smage på kagen inden bryllupet,3,"smage, kagen, bryllupet",13.03569169,-5.031041468,1,1,1,1,1,1,1,1,1,1,1,1,6.6,0,10
734,Jeg mærkede hvordan hele båden vippede,4,"mærkede, båden, vippede",16.60423153,-2.485910609,1,1,1,1,1,1,1,1,1,1,0,1,6.6,0,10
735,Det var fornuftigt at han forholdt sig til eksemplet,5,"fornuftigt, forholdt, eksemplet",10.33436742,-4.422526988,1,1,1,1,1,1,1,1,0,1,1,1,6.13,0,8
736,Efter scoringen udskiftede de faktisk målmanden,6,"scoringen, udskiftede, målmanden",10.53875961,-6.058205983,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
737,Vores advokat har tilføjet et afsnit til anbefalingen,7,"advokat, tilføjet, anbefalingen",7.899472304,-7.526050989,1,1,1,1,1,0,1,1,1,1,0,1,5.88,0,8
738,Vi tænkte at du ville kunne vurdere det her tilbud,8,"tænkte, vurdere, tilbud",7.930697236,-4.234364184,1,0,1,1,1,1,1,1,0,1,1,1,6.1,0,10
739,Det er en kritiker som har oversat anmeldelsen,9,"kritiker, oversat, anmeldelsen",15.30422672,-4.92240848,1,1,1,1,1,1,1,1,1,1,0,1,5.2,0,10
740,Bygningen havde hverken varmt vand eller strøm,10,"bygningen, vand, strøm",24.74032125,-5.76490855,1,1,1,1,1,1,1,1,1,1,0,1,6.7,1,10
741,Der er mange begivenheder der kan ændre markedet,1,"begivenheder, ændre, markedet",20.40171149,-2.887764635,1,1,1,1,1,0,1,1,0,1,1,1,5.78,0,9
742,De er rige fordi de prioriterer deres økonomi,2,"rige, prioriterer, økonomi",18.9314995,-3.12936265,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,10
743,De har ansat mange pædagoger her i kommunen,3,"ansat, pædagoger, kommunen",20.42219808,-5.962870584,1,1,1,1,1,1,1,1,0,1,1,1,6.56,1,9
744,Han iagttog hvordan vi anvendte vores metode,4,"iagttog, anvendte, metode",11.58256265,-5.621662384,1,1,0,1,1,1,1,1,1,1,1,1,6,0,9
745,Det er klart at vi sagtens kan måle hastigheden,5,"klart, måle, hastigheden",8.618371227,-2.882879372,1,1,1,1,0,1,1,1,1,1,1,1,6.25,0,8
746,I november fastansatte de faktisk en historiker,6,"november, fastansatte, historiker",4.519301439,-5.843149241,1,1,1,1,1,1,1,0,1,1,1,1,5.88,0,8
747,Min arbejdsgiver har sendt mig nogle blomster,7,"arbejdsgiver, sendt, blomster",14.42633756,-2.773103818,1,1,1,1,1,1,1,1,1,1,1,1,6.44,1,9
748,Hun mener at vi forholder os realistisk til statistikken,8,"mener, forholder, statistikken",22.42916073,-7.987435528,1,1,1,1,1,1,0,1,1,1,1,1,6.63,0,8
749,Det var en biolog som betragtede insekterne,9,"biolog, betragtede, insekterne",13.9378366,-2.968632582,1,1,1,1,1,1,1,1,1,1,1,0,6.38,0,8
750,Hun red vist hen over broen og ind i skoven,10,"red, broen, skoven",239.2711348,-2.750480515,1,1,1,1,1,1,1,1,1,1,1,1,5.9,0,10
751,Der var en reol der bare trængte til lidt maling,1,"reol, trængte, maling",15.47094697,-4.112657039,1,1,1,1,1,0,1,1,1,1,1,1,5.63,0,8
752,Han var helt frisk selvom han havde fløjet i et døgn,2,"frisk, fløjet, døgn",25.67066262,-5.993782572,1,1,1,1,1,1,1,1,0,1,1,1,5.4,0,10
753,Deres angribere har bragt dem helt til finalen,3,"angribere, bragt, finalen",9.711029875,-4.715232563,1,1,1,1,1,1,1,1,1,1,0,1,6.33,0,9
754,Han havde opfanget hvad der var foregået på værelset,4,"opfanget, foregået, værelset",13.54081998,-4.582198999,1,1,0,1,1,1,1,1,1,1,1,1,5.9,0,10
755,Det var dejligt at I lokkede os med på rejsen,5,"dejligt, lokkede, rejsen",30.89703526,-4.229371463,1,1,1,1,1,1,1,1,1,1,0,1,6.11,0,9
756,Ifølge analysen kan vi godt afskaffe nogle af reglerne,6,"analysen, afskaffe, reglerne",11.41292236,-4.796591355,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
757,Cheftræneren har inviteret os til forhandlinger,7,"cheftræneren, inviteret, forhandlinger",10.72980299,-6.820489651,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,8
758,Hun har bevist at organisationen faktisk eksisterer,8,"bevist, organisationen, eksisterer",20.90026666,-7.587518649,1,1,1,1,1,1,1,1,1,1,0,1,5.8,0,10
759,Det er politikerne som repræsenterer befolkningen,9,"politikerne, repræsenterer, befolkningen",28.25660815,-7.448251857,1,1,1,1,1,1,1,1,1,1,1,1,6.56,2,9
760,Producenten har allerede lovet os en forklaring,10,"producenten, lovet, forklaring",21.50748698,-4.840838579,0,1,1,1,1,1,1,1,0,1,1,1,6.67,0,9
761,Der er en hel del der cykler til deres arbejdsplads,1,"del, cykler, arbejdsplads",24.1900182,-8.267803583,1,0,1,1,1,1,1,1,0,1,1,1,6.11,1,9
762,Jeg er glad for at jeg er startet på en uddannelse,2,"glad, startet, uddannelse",7.419370439,-11.1972049,1,1,1,1,1,1,1,1,1,1,0,1,6.78,0,9
763,Man kan heldigvis søge et tilskud til transporten,3,"søge, tilskud, transporten",10.57753519,-6.322998884,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
764,De har fortalt os hvad der skabte al balladen,4,"fortalt, skabte, balladen",13.73649053,-7.107893218,1,1,1,1,1,1,1,1,1,1,1,1,5.89,0,9
765,Det er kedeligt at vi stadig kæmper med et underskud,5,"kedeligt, kæmper, underskud",13.8979116,-3.937668658,1,1,1,1,1,0,1,1,1,1,1,1,6.33,1,9
766,I januar skal vi måske organisere to afstemninger,6,"januar, organisere, afstemninger",7.840398818,-5.054289937,1,1,1,1,1,1,1,1,1,1,1,1,6.33,0,9
767,Vi kan sagtens holde fiskeri uden for diskussionen,7,"holde, fiskeri, diskussionen",14.57974235,-5.490809727,1,1,1,1,1,1,1,1,1,1,1,1,5.25,0,8
768,Det betyder at I snart skal stoppe med undervisningen,8,"betyder, stoppe, undervisningen",22.58490307,-8.961075972,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
769,Det var min bror som havde glemt min fødselsdag,9,"bror, glemt, fødselsdag",35.16503098,-6.715294797,1,1,1,1,1,1,1,1,1,1,1,1,6.22,1,9
770,Hun kan både håndtere ansvaret og udfordringerne,10,"håndtere, ansvaret, udfordringerne",16.91293481,-4.625614841,1,1,1,1,1,1,1,1,1,1,1,1,6.56,0,9
771,Der var en elefant der kiggede venligt på min hustru,1,"elefant, kiggede, hustru",17.00878487,-4.11049754,1,1,1,1,1,1,1,1,0,1,0,1,3.25,0,8
772,Hun var meget rig fordi hun havde investeret i olie,2,"rig, investeret, olie",14.32980186,-3.781056097,1,1,1,1,1,1,1,1,1,1,1,1,5.56,0,9
773,En eller anden har placeret et kamera på mit kontor,3,"placeret, kamera, kontor",32.39671195,-3.749700247,1,1,1,1,1,1,1,1,1,1,0,1,6.22,1,9
774,Han respekterede hvordan vi plejede at gøre,4,"respekterede, plejede, gøre",10.2790169,-4.253023804,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,10
775,Det var fantastisk at de bare godkendte vores udspil,5,"fantastisk, godkendte, udspil",8.002632952,-6.795478914,1,1,1,1,1,1,1,1,1,1,0,1,5.67,0,9
776,Efter kaffen kan vi lige sammenligne vores lister,6,"kaffen, sammenligne, lister",16.33895931,-2.955075515,1,1,1,1,1,1,1,1,1,1,1,1,5.89,1,9
777,Jeg efterlod desværre noget vin hos ministeren,7,"efterlod, vin, ministeren",8.382838163,-3.697227959,1,1,1,1,1,1,1,1,1,1,1,1,4.78,1,9
778,Det gælder jo om at vi bevarer alle vores fordele,8,"gælder, bevarer, fordele",16.41725026,-3.493934077,1,1,1,1,1,1,1,1,1,1,1,1,5.89,1,9
779,Det er nemlig en myte som stammer fra medierne,9,"myte, stammer, medierne",25.03409048,-2.209728389,1,1,1,1,1,1,1,0,1,1,1,1,5.67,1,9
780,Han værdsatte virkelig både kemi og matematik,10,"værdsatte, kemi, matematik",20.07500766,-4.213157143,1,1,1,1,1,1,1,1,1,1,0,0,5.38,0,8
781,Der er to af episoderne der foregår på et sygehus,1,"episoderne, foregår, sygehus",19.04349201,-4.58806639,1,1,1,1,1,0,1,1,0,1,1,1,5.89,0,9
782,Han er fair når han konkurrerer med sine kammerater,2,"fair, konkurrerer, kammerater",19.00377973,-4.651535024,1,1,1,1,0,1,1,1,1,1,0,1,5.89,1,9
783,Vi vil rigtigt gerne bruge jeres video i en udsendelse,3,"bruge, video, udsendelse",12.74491368,-4.493095126,1,0,1,1,1,1,1,1,1,1,1,1,6.22,0,9
784,Jeg kan forestille mig hvordan de reagerede på brevet,4,"forestille, reagerede, brevet",9.524187159,-2.924598445,1,1,1,1,1,1,1,1,1,1,1,0,6,0,9
785,Det er fornuftigt at de endelig dropper det lovforslag,5,"fornuftigt, dropper, lovforslag",17.98510045,-3.703234568,1,1,1,1,1,0,1,0,1,1,0,1,6.2,0,10
786,Tilbage i marts strammede vi op på vores økonomi,6,"marts, strammede, økonomi",11.37658841,-3.738005263,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
787,Hun har igen købt en masse ting til vores afdeling,7,"købt, ting, afdeling",46.6179934,-6.9265021,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
788,De legede at de kunne flyve rundt ligesom ænder,8,"legede, flyve, ænder",9.29997691,-3.908187713,1,1,1,1,1,1,1,1,1,1,0,1,5,0,9
789,Det var en prins som ville investere i vores restaurant,9,"prins, investere, restaurant",35.80865523,-5.205556838,1,1,1,1,1,1,1,1,1,1,1,1,5.11,0,9
790,Hun forsker stadig i kultur og bæredygtig mode,10,"forsker, kultur, mode",9.122272182,-3.206037613,1,1,1,1,1,1,1,1,1,1,1,1,6,0,10
791,Der var nogle kvinder der dannede en forening,1,"kvinder, dannede, forening",19.00176017,-3.068991168,1,1,1,1,1,1,1,1,1,1,1,0,6.33,1,9
792,Det var smukt fordi vi havde pyntet op i lokalet,2,"smukt, pyntet, lokalet",17.13835552,-6.863955452,1,1,1,1,1,1,1,1,1,1,1,1,6.75,0,8
793,Min far prøvede selvfølgelig på at tænde for skærmen,3,"far, tænde, skærmen",38.85777196,-8.975894045,1,1,1,1,1,1,1,1,1,1,0,1,5.78,0,9
794,De har annonceret hvem der går videre til finalen,4,"annonceret, går, finalen",24.58919648,-5.18489566,1,1,1,1,1,1,1,1,0,1,1,1,5.89,0,9
795,Det var ret klogt at vi bad dem om en kontrakt,5,"klogt, bad, kontrakt",11.11088099,-5.994210874,1,1,1,1,0,0,1,1,0,1,0,1,6.11,0,9
796,Til foråret vil de faktisk anlægge endnu en motorvej,6,"foråret, anlægge, motorvej",11.87641628,-2.309829613,1,1,1,1,1,1,1,1,1,1,1,1,5.67,1,9
797,Min arbejdsgiver har lige tilbudt mig en formue,7,"arbejdsgiver, tilbudt, formue",14.69814201,-4.292437327,1,1,1,1,1,1,1,1,1,1,1,1,4.8,0,10
798,Det forekommer mig at vi burde styrke budgettet,8,"forekommer, styrke, budgettet",14.59061857,-5.363721871,1,1,1,1,1,0,1,1,0,1,0,1,5.33,0,9
799,Det er et princip som gælder i alle samfund,9,"princip, gælder, samfund",26.30359297,-6.459908606,1,1,1,1,1,1,1,1,0,1,1,1,5.67,0,9
800,Hun skulle servere for både komponisten og musikerne,10,"servere, komponisten, musikerne",9.607993445,-2.669921839,1,1,1,1,1,1,1,1,1,1,0,1,5.78,1,9
801,Der er mange unge der uddanner sig inden for IT,1,"unge, uddanner, IT",25.57989143,-4.62500465,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
802,Hun er intens når hun diskuterer med de studerende,2,"intens, diskuterer, studerende",11.44629203,-6.936185877,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
803,Ambassadøren fremviste gerne hele paladset selv,3,"ambassadøren, fremviste, paladset",31.84349857,-6.943148286,1,1,1,1,0,1,1,1,1,1,1,1,5.75,0,8
804,Vi administrerer selv hvem der må låne bøgerne,4,"administrerer, låne, bøgerne",10.02816002,-0.608112227,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
805,Det var lidt uventet at hun opnåede sådan en succes,5,"uventet, opnåede, succes",14.34359433,-3.034395763,1,1,1,1,1,1,1,1,0,1,0,1,6.13,0,8
806,Efter nytår afholder vi igen koncerter og skuespil,6,"nytår, afholder, skuespil",8.079009519,-7.130765419,1,1,1,1,1,1,1,1,1,1,0,0,6.88,0,8
807,Sælgeren havde fristet os med en attraktiv pris,7,"sælgeren, fristet, pris",20.94568151,-4.559091371,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
808,Han konstaterede at vi allerede havde pakket tv'et ud,8,"konstaterede, pakket, tv'et",11.12355291,-4.735443406,1,1,1,0,1,1,1,1,0,1,1,1,6.13,0,8
809,Det var en melding som bekræftede mit synspunkt,9,"melding, bekræftede, synspunkt",21.99280398,-5.481042427,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
810,Hun havde vækket sin chauffør og alle gæsterne,10,"vækket, chauffør, gæsterne",23.06276297,-5.432560957,1,1,1,1,1,1,1,1,1,1,1,1,5.25,0,8
811,Der var bare en gren der var faldet ned fra et træ,1,"gren, faldet, træ",26.49594214,-6.456017985,1,1,1,0,1,1,1,1,0,1,1,0,5.75,0,8
812,De var optimistiske fordi de kunne tyde symbolerne,2,"optimistiske, tyde, symbolerne",22.58055632,-3.030825751,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,8
813,Alle på mit kontor interesserer sig meget for landsholdet,3,"kontor, interesserer, landsholdet",15.07721076,-4.905607122,1,1,1,0,1,1,1,1,0,1,1,1,6.22,0,9
814,Hun har beregnet hvor meget vi kan spare på hotellet,4,"beregnet, spare, hotellet",14.24466846,-5.602074241,1,1,1,1,1,1,1,1,0,1,1,1,6.38,0,8
815,Det er perfekt at vi kan trække hele beløbet fra,5,"perfekt, trække, beløbet",12.83625283,-7.964231383,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
816,På bare én formiddag svækkede de hele sektoren,6,"formiddag, svækkede, sektoren",9.996215933,-3.786088247,1,1,1,1,1,1,1,1,1,1,1,1,5.63,1,8
817,Konsulenten opdaterede mig om situationen,7,"konsulenten, opdaterede, situationen",19.87919789,-7.805523289,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
818,Jeg har antydet at han egentlig burde udstille sine figurer,8,"antydet, udstille, figurer",10.9480826,-4.233518133,1,1,1,1,1,1,1,1,1,1,1,1,5,0,8
819,Det er musikerne som selv startede diskussionen,9,"musikerne, startede, diskussionen",17.74876718,-6.037233866,1,1,1,1,1,1,1,1,0,1,1,1,4.75,0,8
820,Hun ville helst læse noget med design eller kultur,10,"læse, design, kultur",11.29080471,-4.853522418,1,1,1,1,1,1,1,1,0,1,0,1,6.38,0,8
